seed,hypervolume,spread,spacing,pf_size,time,f1_max,f2_max,f1_min,f2_min,dataset,task,model,algorithm
8527,444.66410256410256,0.9537963335919711,10.62170857085058,14,1264.3377199172974,0.9641025641025641,251.0,0.9448717948717948,179.0,isolet,classification,LogReg,spea2
2114,417.9467948717949,0.9775973849964887,219.39428479070784,6,1286.7904260158539,0.9673076923076923,274.0,0.9487179487179487,207.0,isolet,classification,LogReg,spea2
4033,435.33653846153834,0.9729437584367375,95.2612432688394,7,1283.7891509532928,0.967948717948718,254.0,0.9506410256410256,190.0,isolet,classification,LogReg,spea2
7445,430.8435897435897,0.9537338722858235,87.49215092866535,9,1283.4527332782745,0.9647435897435898,271.0,0.9467948717948718,193.0,isolet,classification,LogReg,spea2
1174,437.8391025641025,0.9334416740154828,2.0175158570609746,13,1301.1982300281525,0.9673076923076923,265.0,0.941025641025641,187.0,isolet,classification,LogReg,spea2
3857,436.58846153846144,0.9848484068611723,2.0661346807093848,13,1268.49498295784,0.966025641025641,220.0,0.9391025641025641,188.0,isolet,classification,LogReg,spea2
7422,436.46538461538455,0.9699675840361774,24.019874876725844,9,1256.3439421653748,0.9685897435897436,248.0,0.9512820512820512,189.0,isolet,classification,LogReg,spea2
8445,428.26730769230767,0.9545455270991002,19.148552560449996,10,1300.9411120414734,0.9711538461538461,288.0,0.9455128205128205,198.0,isolet,classification,LogReg,spea2
5357,434.1442307692308,0.903040401752628,37.54408927477437,12,1228.7616822719574,0.9705128205128205,299.0,0.9538461538461539,192.0,isolet,classification,LogReg,spea2
1746,425.9980769230769,0.9870130058101572,106.80662528176953,7,1293.1636691093445,0.9673076923076923,250.0,0.9544871794871795,199.0,isolet,classification,LogReg,spea2
